,RestaurantsDelivery,RestaurantsTakeOut,RestaurantsPriceRange2,BusinessAcceptsCreditCards,RestaurantsReservations,GoodForKids,RestaurantsGoodForGroups,business_id,is_open
31,False,True,1,True,False,True,True,2wEnpf2eu98rcYc540UN3Q,0
32,False,True,1,True,False,True,True,2QrTmKpuNBkOptbwK8NMKA,0
33,True,True,1,True,False,False,False,4cK4FDxVNZxGDK-TFHzw5g,0
34,False,True,1,True,False,True,False,O1gJVygW6UVgKCpErmYZfw,0
35,False,True,1,True,True,True,True,W2zeT_DtJq9GYDUJrzmFOA,0
36,False,True,1,True,False,True,False,HZtkTPfSshfRjpQR7x1Raw,0
37,True,True,1,True,False,True,True,UyD7FJamt_pw1V4d00lwjA,0
38,True,True,1,True,False,True,True,9JR9Ht6IX1r2jPPG689JyA,0
39,True,True,1,True,False,True,True,R4eAWOt6Kz_rmo8B9FyG8g,0
40,False,True,1,False,False,True,False,4KPEgM1E7WgQQqd0IAIopg,0
41,True,True,1,True,False,True,False,7LHtG34gI4kVOuCiUgTruQ,0
42,False,True,1,True,False,True,True,fLk_N8vU25DNZmbU-70gkw,0
43,True,True,1,True,False,True,True,mcwiecpP3n5ED-8xKF5_1A,0
44,False,True,1,False,False,True,False,gu5g3PsEqzBypDUjHF4m7A,0
45,True,True,1,True,False,True,True,jf8AZyiMXd9CFxOg_fTb0g,0
46,False,True,1,True,False,True,True,i2qrXvLkhyG4xyRI-ddcZA,0
47,False,True,1,True,False,False,False,WaP_umj3dFLzYicrOanRBA,0
48,False,True,1,True,False,True,True,fEFCglnS2V7MzqoxBoJVWA,0
49,True,True,1,True,False,True,True,sMrUg8UgpvsV0qEzVScGpw,0
50,False,True,1,True,False,True,True,OiNrqVY54pHo5bsxH9zmCg,0
51,False,True,2,True,False,True,True,Fp2Dk2__WHq7SK1Ah6oo0Q,0
52,False,True,1,True,False,True,True,LSxmfbgcZLdQ5ai2vf2nmA,0
53,True,True,1,False,False,True,False,XPTtGr625iIHFOP6a6hxDA,0
54,False,True,1,True,False,True,True,DfkO7MHuy2wxgeUZ2-o3BA,0
55,False,True,1,True,False,True,True,Mwo6_kET9zmL4WItyeMj9w,0
56,False,True,1,True,False,True,True,OjeSJYXaEqm3CkZsFf8xRA,0
57,False,True,1,True,False,True,False,C0j0V6dtOK2Q0OZLTs-Y3g,0
58,True,True,1,True,False,True,True,NbFhqam3fMjlxutxn7G1bQ,0
59,False,True,1,True,False,True,True,N-tBrQMt2pc5JudffpDFmw,0
60,False,True,1,True,False,True,True,qBvsNlxtqy8hPxx1C7HuVA,0
61,True,True,2,True,False,True,True,FKrP06TDAKtxNG1vrRQcQQ,0
62,False,True,1,True,False,False,False,CGK0IuZi9rvdRyB3oxHMnQ,0
63,True,True,2,True,False,True,False,1lXdhiMNyUxtBlEAeRYCvQ,0
64,False,True,1,True,False,True,True,bn4N0bxa-u-kBaKLwU893w,0
65,False,False,1,True,False,True,True,PHHd-Df4WieYCpfWrZsoNA,0
66,False,True,1,True,False,False,False,XF86J5bJKkmueBL-PmPbcg,0
67,False,True,2,True,False,True,True,c0xlgkMW1iDu7gUDPs86hQ,0
68,True,True,1,True,False,True,True,5xdd5KXz1TXmRI47M-VO2A,0
69,True,True,1,True,False,False,False,S_tu8JCeZsbpgJsqRFaSBg,0
70,True,True,2,True,False,True,False,mV13U2bc3IEPnyaOyFxQGQ,0
71,False,True,2,True,False,True,True,vng5PxNaiq3aoNn4HNNxEw,0
72,False,False,1,False,False,False,False,fXsdsGnTntaRWbfUxP3wXw,0
73,False,False,1,True,False,True,True,soFyg4gZqg0YzrDCLk6Jxw,0
74,True,True,1,True,False,True,True,skIhu9uQsD1JZwGakjXNJw,0
75,False,True,1,True,False,True,True,niEemyDrPlRYPZ-qJa7Qww,0
76,False,True,2,True,False,True,True,S1Zg0C2mo4D5jSsCw80yDg,0
77,True,True,1,True,False,True,True,02jZC7oX0SbWXVFboNwFGA,0
78,True,True,1,True,False,True,False,tpSeNezanZDvsXWR7Hhi1w,0
79,True,True,2,True,False,True,False,sgKIKeFXSUHLeOcX1q8nQg,0
80,False,False,1,False,False,False,False,qjDK2MXfOXQgNYqcApFObg,0
81,False,True,1,True,False,True,True,RyIfYlK_Hoa4JeMOMFhZJQ,0
82,True,True,1,True,False,True,True,0wHR5cCTKdCmimhp02cQFA,0
83,True,True,2,True,False,True,True,nEL3oEQEhOAI1o4Bzgkbnw,0
84,False,True,1,True,False,False,True,MXJuPfFJd-xY0tX39RiYtw,0
85,False,True,1,True,False,True,True,swKXtO22QjVIZTBU8UP7Pg,0
86,False,True,1,True,False,True,False,3BNO6PRQVJFGlHLar3na_w,0
87,True,True,1,True,False,True,True,9kZPUwuRd6PLGSJS9g85RA,0
88,True,True,2,True,False,True,True,wHyRfaCUBVG9GfXkNIzLzA,0
89,False,True,1,True,False,True,True,mrjako1zgJLJs6Urd5WyMQ,0
90,True,True,2,True,False,True,True,MquXDiKxHB4NYv5r5KodOQ,0
91,True,True,1,True,False,True,True,PjknD8uD_0tisZQbomiYoQ,0
92,False,True,2,True,False,True,False,Ux2IzQ05Nfq6K_LHVjKZaQ,0
93,False,True,1,True,False,True,True,L9XvUfEWfjEmOJAd21o6rA,0
94,True,True,1,True,False,False,False,6aRS_XdAA9g9dWxNBAnLew,0
95,True,True,1,True,True,False,False,GoSVYfBdXuRzRNavZMnRIg,0
96,False,True,1,True,False,False,True,JaHuWM3Tp1aG7NW66mhutw,0
97,True,True,1,True,False,True,False,5ue5s7yFGjQ_CjeVGGhPFg,0
98,False,False,1,True,False,True,True,GYn2pPeu3rwIcWmo1m1nmA,0
99,True,False,1,False,False,False,False,nXZN2e3offkO6V4W85ZXdA,0
100,False,True,1,True,False,False,False,AQkR8gRIxKypOFgF1kxbtA,0
101,False,True,1,True,False,True,True,aj_NoNaOIdTjB7Rzl7lEIA,0
102,False,True,1,True,False,True,True,ydfYGGjIZ-WaXC5Z0kzOXg,0
103,False,True,1,True,False,False,True,dT2qCOVDh0fPrt21YW9DYQ,0
104,False,True,2,True,True,True,True,DQkXUzZhCT_hhdq4BcTyLw,0
105,False,True,2,True,False,True,True,xQ2hGUt62iZr5Gc3PrASYg,0
106,False,True,1,True,False,True,True,5Ey0mpTSBtywfTe3CotMgA,0
107,True,True,2,True,True,True,True,hgsXaSoE8ZESGcGxKrBLAg,0
108,False,True,1,True,False,True,True,_yUEI_Tl6Kk0hG3-yq5yGQ,0
109,False,True,1,True,False,True,True,wGXU3-7HlhGMDKMVfrzFAA,0
110,True,True,1,True,False,True,True,CCTA2CxuTY_MObGx71o2gQ,0
111,False,True,1,True,False,True,True,0MqOEmf84nhurrynm-_rtQ,0
112,True,True,1,True,False,True,True,AUu9t9yMMkXmu0cLxOCUEA,0
113,True,True,1,True,False,True,True,0VZAR9j0T3F8XUAk5rvcTQ,0
114,False,True,1,True,False,True,True,k52dmNDRnhwpwEju7LI-fg,0
115,False,True,1,True,False,True,True,HdQ7SLW9HuIuHAtcgVKogA,0
116,True,True,1,True,False,True,True,jvmICtfGWev5D00G5lazQA,0
117,True,True,1,True,False,True,True,APD2VSVODMPpmO1_y-dt3Q,0
118,False,True,1,True,False,True,False,QlTb2uGfA3ol4xMhtcgq-w,0
119,True,True,2,True,False,True,False,J2CWbAHHgeAc0IEBpgwSTQ,0
120,False,False,1,True,False,False,False,ToNUjufhTZeYnGpgn_mL8A,0
121,False,True,1,True,False,True,True,5qLhpWzinq5o00iZ3tQRrg,0
122,False,True,2,True,False,True,True,Oj-XIt4Xj6NSsHzlSt-PsA,0
123,False,True,1,True,False,True,True,UJw-KnIdnzwbvxzNvIUhgw,0
124,True,True,1,True,False,True,True,7fWyjBkumemvmAZszZJfKg,0
125,True,True,2,True,False,True,True,mQLCMSVU4s6wY68T-kgFFQ,0
126,False,True,1,True,False,True,False,jDVDanTekeKzKSnKKCYXbA,0
127,False,True,1,True,False,True,True,nampgzRa90YQd9P2pdi6Qw,0
128,False,False,1,False,False,False,False,tt_kvokc0mgbRsc6yQuUQQ,0
129,True,True,1,True,False,True,True,WGPpkFUc9cWqUFgIaNFKBA,0
130,False,True,1,True,False,True,True,fSb39To6qyzqBQQV2fkLBg,0
131,False,True,2,True,False,False,True,QR4LGIUwFmQvozSOT16qvQ,0
132,True,True,1,True,False,True,True,aHKS3ADo2GXEpKqhm3AOBw,0
133,True,True,1,True,False,True,True,z4FZTnnoni71Cme7yjiz1w,0
134,False,False,1,True,False,False,False,ya3gSk7O6jjJE3hYqS7ygg,0
135,False,True,1,True,False,True,False,kbdepoAfgcsVmngXg2B-5w,0
136,False,True,1,True,False,False,True,etYLTd0LD7XZWiJqd6obLA,0
137,False,True,2,True,False,True,True,0iqPVZL9xIQTVyy2S8rHdA,0
138,False,True,1,True,False,True,True,wEbAZMhKv_CHEug-8nkstw,0
139,False,True,1,True,False,True,True,2NiDpXBHLOVzvKSqQqi6Eg,0
140,True,True,2,True,False,True,False,b4yoyv8ZwxIILxRz0GRMzA,0
141,True,True,1,True,False,True,True,dFAHHp-_MpKNz6PqaJYVjA,0
142,False,True,1,True,False,True,False,gB1PKRyyBj0ZnKrb8byMCA,0
143,True,True,1,True,False,True,True,fTUf4xPMRNKfvLrhY6f3wQ,0
144,True,True,1,True,False,True,True,g71lOJuBiUBLJjIC0HOmEA,0
145,False,True,1,True,False,True,False,mJCQvxebEu85MmjNyQGIJg,0
146,False,True,1,True,False,True,False,rOzkjo7VeRtY-S-Ttjhcpg,0
147,True,True,1,True,False,True,True,8_jhwYotFiQRRz7U97exoQ,0
148,False,True,1,True,False,True,True,o69qp9QufFOLVnJRXyGFOQ,0
149,False,True,1,True,True,True,True,PUuHnOMtsnFZCeTwQ2AbcQ,0
150,True,True,2,True,True,True,True,tuz_O-xlbBNFO-nICEgEgg,0
151,False,True,1,True,False,True,True,Zb1GEV4aAbe2lQsyBUhdlg,0
152,False,True,1,True,False,True,True,8cjF9q7XeZRpQ0gIRxJ2cg,0
153,False,True,1,True,False,True,True,Z73qM_R8sLbkuF1FtwgWEA,0
154,False,True,1,True,False,True,True,GZcZ5wUcGcIVAM0_OEmIRw,0
155,False,True,1,True,False,True,True,mT_ryHA6pbnSZ1uDGMewEw,0
156,True,True,1,True,False,False,False,9wjkXWUoAz9oEeVtIA4a8g,0
157,False,True,2,True,False,True,True,52ov7d0148JvYG78_c-Bsw,0
158,False,True,1,True,False,True,False,dAVJ1FJjgJA8KA8pIYr78w,0
159,True,True,1,True,False,True,True,QTBdaWGptIqkIvh_LfVxnw,0
160,False,True,1,True,False,True,True,hwwJiJ57zCnMYzRDxm_fWw,0
161,False,True,1,True,False,True,True,1-X7CTrw5eRUA8fBHbjUvQ,0
162,True,True,1,True,False,True,True,8sexen7sjgWud3DhCAYZ6w,0
163,True,True,1,True,False,True,True,SPRHvPaewvQfzwBMh_Bx1Q,0
164,False,True,2,True,False,True,True,4z3fw6Jb5DtQBuom1NA_6w,0
165,False,True,1,True,False,True,True,RB5lcQlhSMbGVmWHklfq-A,0
166,True,True,1,True,False,True,True,PIDDKHCx_cF-13w9Wi9-2g,0
167,True,True,1,True,False,True,False,R6pjyMsZNiN5HKrpKO8gag,0
168,False,True,2,True,True,True,True,8OdjsghAmrWb5VySp5_CLw,0
169,True,True,1,True,True,False,False,huiEnwflRkpg4M5BKZcHdA,0
170,False,True,1,True,False,True,True,KlhTXr1S73X7xr-qQP8-Ww,0
171,False,True,1,True,False,True,True,k1XyeYNiUxNErHhuIIo_-A,0
172,False,True,1,True,False,True,True,mQKm6zs570t8d44ZgpMg_Q,0
173,False,True,1,False,True,False,False,1xgFa60lB7ALnL3U-_Bkxw,0
174,False,True,1,True,False,True,False,ketOPXmL2YPixObw5R686A,0
175,True,True,1,True,False,False,True,kNzM8e6clShgKUBZRZ1mrw,0
176,False,True,2,True,False,True,True,UW67lMUDCrun5PgWMMd68Q,0
177,False,True,2,True,False,True,True,43hwrYgmxo2zJyyLZfEp6w,0
178,False,True,1,True,False,True,True,H5-NJqZLjnAZ4riYlCkw-g,0
179,False,True,2,True,False,True,True,h4-L-9uDa0vmsFCFC8qYTg,0
180,True,True,2,True,False,True,True,wFZ6AQTjNCoaV-etCHLe7w,0
181,True,True,1,True,False,True,True,0yN1rxCrEKqQIUk-nqyWVw,0
182,True,True,1,True,False,False,True,kbIcfwT8ZSErTz_3j_-utw,0
183,False,True,2,True,True,True,True,NktrQCN0sq-y04YLZNWTVA,0
184,False,True,1,True,False,False,True,otEpgG6DdLiKtKtQyfM70g,0
185,False,True,1,True,False,True,True,RsO3haCRf3N-A0snmGdmeA,0
186,False,True,1,True,False,True,True,AyeZ3WRwOznnPHQ2AfJtQQ,0
187,False,True,1,True,False,True,True,JZczZovbS3ojyTMVAfiG1A,0
188,True,True,1,True,False,True,True,9QWKe2XW1t3STnQBOgCXQA,0
189,True,True,1,True,False,True,True,nVbZt5NiE8xIBUwm7d9yZQ,0
190,False,True,1,True,False,True,True,I4ZaFW8tHrrtPbyaHIVguw,0
191,False,True,1,True,False,True,True,K5lj6JVNQb7ayDEBsU-4HA,0
192,False,True,1,True,False,True,True,AcmxBZ52mY4BsjWUenEHKQ,0
193,False,True,1,True,False,True,True,3L16Xijo4guBH5lFTZPBcA,0
194,False,True,1,True,False,True,False,aRjlDMmc-eSvWLO1WIMpsA,0
195,False,True,1,True,False,True,True,jdTf-YhTtSePJOEOBJx8Rg,0
196,True,True,2,True,False,True,True,iwVYwD_5u-JCyplAw9bhfg,0
197,False,True,1,True,False,True,True,6uow2D7fiTK3d_wuUmafmw,0
198,False,True,2,True,True,True,True,foM-SJ5C9DiVC5AmeBrV9A,0
199,True,True,1,True,False,True,True,Ib2j3-yKALy8C_vakv_NyA,0
200,False,True,1,True,False,True,False,OM5HPZ-Bm40et6BC4FsgYw,0
201,False,True,1,True,False,True,True,qK75hn5wEEdkeaLL-6V93w,0
202,False,False,1,False,False,False,False,6nCLoE5WfY69AywtTmg2Lg,0
203,True,True,2,True,False,True,True,ZzLzU1FDnIZ-0fYF9Z_ObQ,0
204,True,True,1,True,False,True,True,drSNLcamHH3hGUVqPRLPng,0
205,True,True,1,True,False,True,True,ODME8OGLDtowtS7o-B_bvw,0
206,True,True,1,True,False,True,True,4F3wxihvRNXK9cuxlOOJBg,0
207,True,True,1,True,False,True,False,OKslREbljff-6jHWPSmEgQ,0
208,False,True,1,True,True,True,True,N2JjNq_J80ufBFR80UMI5A,0
209,False,True,1,True,False,True,True,ZbUuSJ3rjjT4tsqkvHis4A,0
210,False,True,1,True,False,True,True,f8LjquisUwWt2U076bJWYg,0
211,True,True,1,False,False,True,True,x6__XFxj5KQY3r2GNyc8DQ,0
212,True,True,1,True,False,True,True,EXhyD9yiJRN6BQ8QQp4DPQ,0
213,True,True,1,True,False,True,True,WglSxOOjnw3pGpHWj6Poag,0
214,False,True,1,True,False,True,True,e3PjF-0fxb7cZBBBLwZwSA,0
215,True,True,1,True,False,True,True,HrIEc9gVWWnjqn9OiglrVQ,0
216,False,True,1,True,False,True,True,veiWJpG89acKOqKLknGeWw,0
217,True,True,1,True,False,True,True,lAeoNBksQeNB5cY8mvYg9Q,0
218,True,True,1,True,False,True,True,13yDsd3lYBR9pQSlcjk1XQ,0
219,True,True,1,True,False,False,False,MFmgVCNw4NCFe4Q14oiCjw,0
220,True,True,1,True,False,True,True,qyiG8-hMRda2zDRNHnmEaQ,0
221,False,True,2,True,False,True,True,YfDmHVA_EMgX0US0kunZ-A,0
222,True,True,1,True,False,True,True,ztNhvjtDq7tVwfjxGvUlnA,0
223,True,True,1,True,False,True,True,qM7Uh41I8wStZMXeoyDTYQ,0
224,False,True,1,True,False,True,True,G-iV6JrqZ32SGSDcrFnH5g,0
225,False,False,1,False,False,False,False,lvU0w6fzxbzYKYtBnbCv5w,0
226,False,True,1,True,False,True,False,4WAgExw8IOQ_mcN1DUy4Iw,0
227,True,True,1,True,False,True,True,pk8P7R4mKiIGTvpRwt4x_A,0
228,False,True,1,True,False,False,True,Qqo7TItt-GRiNNXahVQXMw,0
229,True,True,1,True,False,True,True,DOm_JiWOlKMlMlCeKITmZw,0
230,False,True,1,True,False,True,True,zRjpagNQNZoovYfnmKxYmw,0
231,False,True,1,True,False,True,True,gGWsUakrxpJJNerSUXEmPQ,0
232,True,True,1,True,False,True,True,fdpalN2LrEfWVqOm3eO8dQ,0
233,False,True,2,True,False,True,True,D44IBRDtEScaWELey5IfCA,0
234,False,True,1,False,False,False,False,xiDQmACz5UcVvCH1zdkwOQ,0
235,False,True,1,True,False,True,True,Q1rLoss4DGkmYQvIjzjnJg,0
236,True,True,1,True,False,True,True,0YI4tyK4MrTAveuj2js4OA,0
237,False,True,1,True,False,True,True,ryVNMoCJwgCFDz4op5_thQ,0
238,False,True,1,True,False,True,True,MPQww2b74ASo1CW05BpubA,0
239,False,True,2,True,False,True,True,7HE_mWkvZ8GxsP0sLP-_ng,0
240,True,True,1,True,False,True,True,m9qzYV8Buycn4_yI8Aio3Q,0
241,False,True,1,True,False,True,False,-BLKZfw-FX7602K59OpBgg,0
242,False,True,1,True,False,True,True,jDedZB8beioCnbgLNFRT4A,0
243,False,True,1,False,False,True,True,dTL6npuTfmM-kieva8U43w,0
244,True,True,1,True,False,True,True,dLdvwa6Dc0ZofiWk-0KUPg,0
245,False,True,1,True,False,True,True,fslYwpS7jm6QQW2rj7LtYA,0
246,False,True,1,True,False,True,True,6NndEfgst_bS16U9aRqExA,0
247,True,True,1,True,False,True,True,tdLorDKhUdAXCgY5M0y1BA,0
248,False,True,1,True,False,True,True,54dFTXN353lhEKSxC5ytYA,0
249,False,True,1,True,False,True,True,mbDqYJJhjkRMMol37QSLzw,0
250,True,True,1,True,False,True,False,dZrcqm22sNgZu7oHJxFkkg,0
251,True,True,1,True,False,True,True,Oyymp01_UGtekGVWIDoh6w,0
252,True,False,1,True,False,True,True,EEs_jK26kMA87hc-5_Ni8Q,0
253,True,True,1,True,False,True,True,oh9x8GDTnAOl_cE36K1dfw,0
254,False,True,1,True,False,True,True,0luBei3_Iy-_1FpdD5cZuQ,0
255,False,True,1,True,False,True,True,L2COUkl21Xdk4rjUx-RyDg,0
256,False,True,1,True,False,True,True,k8vw1HF_SmLJX5SYuYyS5g,0
257,False,True,1,True,False,True,False,RSPBRkjkHcjcR_KrVimBBQ,0
258,False,True,1,True,False,True,True,hlTEWtqfWw9r0_LltqWA4A,0
259,False,True,1,True,False,True,True,bkveDqqqt2Q9oXdXg6Jw2A,0
260,True,True,2,True,True,True,True,xf-bwT4rObi3uCYH3d6QSA,0
261,False,True,2,True,False,True,True,mbYy1yP9e8BLh-blFviOSQ,0
262,True,True,1,True,False,True,False,gZPFgzPKJYAvobR77Q97WA,0
263,True,True,1,False,False,False,False,13d2KpxrbQClDR-72pgjvg,0
264,False,True,1,True,False,True,True,w2ARyinSfR1oSz_UBpgh0g,0
265,False,True,1,False,False,True,False,cNnKoWe7i_5u1BgfBoGj-w,0
266,False,True,1,True,False,True,True,6fTsU770S7Pn6cv-ISAmDg,0
267,False,True,1,True,False,True,True,JRxEC47_Q4JiKDUADCjanw,0
268,False,True,1,True,False,True,True,_l9v9Yme3MJt-3b80utSEw,0
269,False,True,1,False,False,True,True,pwrqXRSyuMIb1ysh4WQKpw,0
270,False,True,1,True,False,True,True,7u0aEHaAOT0ftI-aFfxM2g,0
271,False,True,2,True,False,True,True,mX-oZYj9GKk89fB0Yvd9lQ,0
272,True,True,1,True,False,True,True,c7SNbE4pxj0gfcc1q4btyw,0
273,False,False,1,False,False,True,False,d4Q8-sZzIU3DMHwE_8ClZg,0
274,False,True,1,True,False,True,True,xb22penUF0JRWkst4RujQw,0
275,False,True,1,False,False,False,True,zw7yspkw0kygt-dauP3_4g,0
276,False,True,1,True,False,True,False,EvDHYUSTMma0jQdTROMD5Q,0
277,True,True,1,True,False,True,True,8KGFwrKyeF9kIPK4GG3SaQ,0
278,True,True,1,True,False,True,False,_ex5K7tBQb5L4TcBJJoohg,0
279,False,True,1,True,False,True,True,ToRJWawy2H65TJbir5k_vw,0
280,False,True,1,True,False,False,False,2Vr2_Rr3WUjHnWBMvRvCjg,0
281,True,False,1,False,False,False,False,YsLhLk-1n-W9_KFDXKgkBw,0
282,True,False,1,False,False,True,True,LvDr3yJ4w6ueotN8nMtxAA,0
283,False,False,1,True,False,True,True,k4aVD6Z0MesWGx221xAzFg,0
284,False,True,1,True,False,True,True,ZLiOI7MPPzZYj8fA_7FFHg,0
285,False,True,1,True,False,False,False,XFQ2gs8V3rMGOAENseXJIA,0
286,False,True,1,True,False,True,True,iRu_gQgT9DLBVkELbJmYMw,0
287,True,True,2,True,False,True,True,WRpA--RBjGwt7qx6Y8uSPw,0
288,True,True,1,True,False,True,False,7thhFhWThZj31R13yJU1hw,0
289,False,True,1,False,False,False,True,ep8X3Fx2oXW9pE5bkdACGQ,0
290,False,False,1,True,False,False,False,yl8aBFKv-Yq-g14ZvE1FpA,0
291,False,True,1,True,False,False,False,FrrKTLCmKenZYbVo7C9MDQ,0
292,True,True,2,True,False,True,True,zarrSwnR7PDD-7w9usNVYQ,0
293,True,True,1,True,False,False,False,p7hbv9gqXaPePDikvzQy3g,0
294,False,True,2,True,False,False,False,e1VzUnaKA3uSHhAxxI99aw,0
295,True,True,2,True,True,False,True,c5IbgP-mYEcIErktwqLKlQ,0
296,True,True,1,True,False,True,True,d-wsqenNiu8fkZGpdw07dQ,0
297,False,True,1,True,False,True,True,yg8OzI6hKoWWkaeDBF3bpg,0
298,False,True,1,True,False,True,True,VwoP7WAOamrJqVI0tfLJMg,0
299,False,True,1,True,False,True,True,xfjaiQjFHTeDEnzFBdBArA,0
300,True,True,1,True,False,True,True,tNojjElks4oTweNgAbUnvw,0
301,True,True,1,True,False,True,False,-urxhzobcJtOpgFAyaEIpA,0
302,True,True,2,True,False,True,True,nxjY1CEz6S6iogenYhlj5w,0
303,True,False,1,False,False,False,False,dcFsFGyxx3XPi49sjP8Q5A,0
304,True,True,2,True,False,True,True,EA822ZoRvW0reS5mlNv1-g,0
305,True,True,1,True,False,False,False,cvpf9cFuBaovCobDOLCehw,0
306,False,True,1,True,False,True,True,OXJ8J1BOWd4_e-31d-TcaA,0
307,True,False,1,False,False,False,False,WEpqoV4agPi2rbUKJ_2u1A,0
308,False,False,1,True,False,True,False,DoUj_fYnjua6tLay05YY6g,0
309,False,True,2,True,False,True,False,aDVTQre3o12RWIcx7FMtww,0
310,False,True,2,True,True,False,False,TkaYCVuCOTjj5zAHiE5Gdw,0
311,False,True,1,True,False,True,True,bmssZFLAAscTN98_6M_mSQ,0
312,False,True,1,True,False,True,True,N8kV7EYGQwvCQo-54ss0Xw,0
313,False,True,1,True,False,False,False,8-ru8DkD0-VBFW_c12yobA,0
314,True,True,1,True,False,True,True,C8jUm7s0IxD2two9PKpv3A,0
315,True,True,2,True,False,True,False,5nqWNo7uVU1Zxm4tjnvkUw,0
316,False,True,1,True,False,True,True,83thsbcYiEtchO-QL2adhA,0
317,False,True,1,True,False,False,False,VQ_UH2dmduXNmo1qhK2glg,0
318,True,True,1,True,False,False,False,LBWjsq9-T-yFQJCNblI0Ig,0
319,False,True,1,True,False,True,True,_p2DPwtQT3mxUhAUXMFH6A,0
320,False,True,1,True,False,True,True,cpdheqMYw_dQ5hDci3ANgw,0
321,True,True,1,True,False,True,False,POfVQABY0LcBnVPvb6oT_w,0
322,True,True,1,True,False,True,True,YlG0jwkA8USucLvRJD8SiA,0
323,False,True,1,True,False,True,False,QW42cH9KsQQ2KR3LOMQ3xw,0
324,False,True,1,True,False,False,False,XXPr8iq_HsUepa7puBxc_g,0
325,True,True,1,True,False,True,True,ynvrlgIHGuPaYj9abA35hw,0
326,True,True,1,True,False,True,True,cQS-U82tk0mxfja01D54lQ,0
327,True,True,2,True,False,False,True,TF9Kq-xq7J6Kd3_E0Xl5HQ,0
328,True,True,2,True,False,False,True,zW-JN3H-9DBectPCDZyOdw,0
329,False,True,1,True,False,True,True,0z515X1dTg5KTW0Tzp7jKQ,0
330,False,True,1,True,False,True,True,rMEejDWphCfM-RMNs1NyYA,0
331,False,True,1,True,False,True,True,z3JIp32V1eTem1NNVCjsnQ,0
332,False,True,2,True,True,True,True,gEwT2Uywamhtf6nI8ZoKKA,0
333,True,True,1,True,False,True,True,bQg9cm8xQ-8OmsIZn39V8Q,0
334,True,True,1,True,False,True,True,riUK6fmBtiMK5hSzG_5ZUg,0
335,False,True,1,False,False,True,False,BiPItVGi29qC0E2a2v_u2Q,0
336,True,True,1,True,True,True,True,pWh_H2InDyTALDdVAT06sQ,0
337,True,True,1,True,False,True,False,SuUzdrfo5lhR8mf7iVP0dw,0
338,True,True,1,False,False,False,False,rYDOFSTKVnzbzhL3jyLF3g,0
339,True,True,1,True,False,True,True,XjccdII27EzaSkmGMUtOLA,0
340,True,True,1,True,False,False,False,FcrgSsXzjIafg80IkgeOdA,0
341,True,True,1,True,False,True,False,BnX1xUs3ebepysPmKDFChQ,0
342,False,True,2,True,False,True,True,fVwbQDdjz8IhBApBn6Y4zw,0
